Mod:Item:MetaData, Localized Name
earthworks:daub_cob_top_l, Timber Framed Wattle and Daub
earthworks:daub_cob_top, Timber Framed Wattle and Daub
earthworks:daub_cob_top_r, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle0, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle1, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle2, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle3, Timber Framed Wattle and Daub
earthworks:daub_cob_xbottom, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_xleft, Timber Framed Wattle and Daub
earthworks:daub_cob_x, Timber Framed Wattle and Daub
earthworks:daub_cob_xright, Timber Framed Wattle and Daub
earthworks:daub_cob_xtop, Timber Framed Wattle and Daub
earthworks:plaster_arrow0, Timber Framed Lath and Plaster
earthworks:plaster_arrow1, Timber Framed Lath and Plaster
earthworks:plaster_arrow2, Timber Framed Lath and Plaster
earthworks:plaster_arrow3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor0, Timber Framed Lath and Plaster
earthworks:plaster_barndoor1, Timber Framed Lath and Plaster
earthworks:plaster_barndoor2, Timber Framed Lath and Plaster
earthworks:plaster_barndoor3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor4, Timber Framed Lath and Plaster
earthworks:plaster_barndoor5, Timber Framed Lath and Plaster
earthworks:plaster_barndoor6, Timber Framed Lath and Plaster
earthworks:plaster_barndoor7, Timber Framed Lath and Plaster
earthworks:plaster_bottom_l, Timber Framed Lath and Plaster
earthworks:plaster_bottom, Timber Framed Lath and Plaster
earthworks:plaster_bottom_r, Timber Framed Lath and Plaster
earthworks:plaster_left, Timber Framed Lath and Plaster
earthworks:plaster_parallel_hor, Timber Framed Lath and Plaster
earthworks:plaster_parallel_vert, Timber Framed Lath and Plaster
earthworks:plaster_right, Timber Framed Lath and Plaster
earthworks:plaster_slash_back, Timber Framed Lath and Plaster
earthworks:plaster_slash, Timber Framed Lath and Plaster
earthworks:plaster_square, Timber Framed Lath and Plaster
earthworks:plaster_square_x, Timber Framed Lath and Plaster
earthworks:plaster_top_l, Timber Framed Lath and Plaster
earthworks:plaster_top, Timber Framed Lath and Plaster
earthworks:plaster_top_r, Timber Framed Lath and Plaster
earthworks:plaster_triangle0, Timber Framed Lath and Plaster
earthworks:plaster_triangle1, Timber Framed Lath and Plaster
earthworks:plaster_triangle2, Timber Framed Lath and Plaster
earthworks:plaster_triangle3, Timber Framed Lath and Plaster
earthworks:plaster_xbottom, Timber Framed Lath and Plaster
earthworks:plaster_xdoor0, Timber Framed Lath and Plaster
earthworks:plaster_xdoor1, Timber Framed Lath and Plaster
earthworks:plaster_xdoor2, Timber Framed Lath and Plaster
earthworks:plaster_xdoor3, Timber Framed Lath and Plaster
earthworks:plaster_xleft, Timber Framed Lath and Plaster
earthworks:plaster_x, Timber Framed Lath and Plaster
earthworks:plaster_xright, Timber Framed Lath and Plaster
earthworks:plaster_xtop, Timber Framed Lath and Plaster
fairylights:light:0, Black Fairy Light
fairylights:light:1, Red Fairy Light
fairylights:light:2, Green Fairy Light
fairylights:light:3, Brown Fairy Light
fairylights:light:4, Blue Fairy Light
fairylights:light:5, Purple Fairy Light
fairylights:light:6, Cyan Fairy Light
fairylights:light:7, Light Gray Fairy Light
fairylights:light:8, Gray Fairy Light
fairylights:light:9, Pink Fairy Light
fairylights:light:10, Lime Fairy Light
fairylights:light:11, Yellow Fairy Light
fairylights:light:12, Light Blue Fairy Light
fairylights:light:13, Magenta Fairy Light
fairylights:light:14, Orange Fairy Light
fairylights:light:15, White Fairy Light
fairylights:light:16, Black Paper Lantern
fairylights:light:17, Red Paper Lantern
fairylights:light:18, Green Paper Lantern
fairylights:light:19, Brown Paper Lantern
fairylights:light:20, Blue Paper Lantern
fairylights:light:21, Purple Paper Lantern
fairylights:light:22, Cyan Paper Lantern
fairylights:light:23, Light Gray Paper Lantern
fairylights:light:24, Gray Paper Lantern
fairylights:light:25, Pink Paper Lantern
fairylights:light:26, Lime Paper Lantern
fairylights:light:27, Yellow Paper Lantern
fairylights:light:28, Light Blue Paper Lantern
fairylights:light:29, Magenta Paper Lantern
fairylights:light:30, Orange Paper Lantern
fairylights:light:31, White Paper Lantern
fairylights:light:32, Black Orb Lantern
fairylights:light:33, Red Orb Lantern
fairylights:light:34, Green Orb Lantern
fairylights:light:35, Brown Orb Lantern
fairylights:light:36, Blue Orb Lantern
fairylights:light:37, Purple Orb Lantern
fairylights:light:38, Cyan Orb Lantern
fairylights:light:39, Light Gray Orb Lantern
fairylights:light:40, Gray Orb Lantern
fairylights:light:41, Pink Orb Lantern
fairylights:light:42, Lime Orb Lantern
fairylights:light:43, Yellow Orb Lantern
fairylights:light:44, Light Blue Orb Lantern
fairylights:light:45, Magenta Orb Lantern
fairylights:light:46, Orange Orb Lantern
fairylights:light:47, White Orb Lantern
fairylights:light:48, Black Flower Light
fairylights:light:49, Red Flower Light
fairylights:light:50, Green Flower Light
fairylights:light:51, Brown Flower Light
fairylights:light:52, Blue Flower Light
fairylights:light:53, Purple Flower Light
fairylights:light:54, Cyan Flower Light
fairylights:light:55, Light Gray Flower Light
fairylights:light:56, Gray Flower Light
fairylights:light:57, Pink Flower Light
fairylights:light:58, Lime Flower Light
fairylights:light:59, Yellow Flower Light
fairylights:light:60, Light Blue Flower Light
fairylights:light:61, Magenta Flower Light
fairylights:light:62, Orange Flower Light
fairylights:light:63, White Flower Light
fairylights:light:64, Black Ornate Lantern
fairylights:light:65, Red Ornate Lantern
fairylights:light:66, Green Ornate Lantern
fairylights:light:67, Brown Ornate Lantern
fairylights:light:68, Blue Ornate Lantern
fairylights:light:69, Purple Ornate Lantern
fairylights:light:70, Cyan Ornate Lantern
fairylights:light:71, Light Gray Ornate Lantern
fairylights:light:72, Gray Ornate Lantern
fairylights:light:73, Pink Ornate Lantern
fairylights:light:74, Lime Ornate Lantern
fairylights:light:75, Yellow Ornate Lantern
fairylights:light:76, Light Blue Ornate Lantern
fairylights:light:77, Magenta Ornate Lantern
fairylights:light:78, Orange Ornate Lantern
fairylights:light:79, White Ornate Lantern
fairylights:light:80, Black Oil Lantern
fairylights:light:81, Red Oil Lantern
fairylights:light:82, Green Oil Lantern
fairylights:light:83, Brown Oil Lantern
fairylights:light:84, Blue Oil Lantern
fairylights:light:85, Purple Oil Lantern
fairylights:light:86, Cyan Oil Lantern
fairylights:light:87, Light Gray Oil Lantern
fairylights:light:88, Gray Oil Lantern
fairylights:light:89, Pink Oil Lantern
fairylights:light:90, Lime Oil Lantern
fairylights:light:91, Yellow Oil Lantern
fairylights:light:92, Light Blue Oil Lantern
fairylights:light:93, Magenta Oil Lantern
fairylights:light:94, Orange Oil Lantern
fairylights:light:95, White Oil Lantern
fairylights:light:112, Black Jack o'Lantern
fairylights:light:113, Red Jack o'Lantern
fairylights:light:114, Green Jack o'Lantern
fairylights:light:115, Brown Jack o'Lantern
fairylights:light:116, Blue Jack o'Lantern
fairylights:light:117, Purple Jack o'Lantern
fairylights:light:118, Cyan Jack o'Lantern
fairylights:light:119, Light Gray Jack o'Lantern
fairylights:light:120, Gray Jack o'Lantern
fairylights:light:121, Pink Jack o'Lantern
fairylights:light:122, Lime Jack o'Lantern
fairylights:light:123, Yellow Jack o'Lantern
fairylights:light:124, Light Blue Jack o'Lantern
fairylights:light:125, Magenta Jack o'Lantern
fairylights:light:126, Orange Jack o'Lantern
fairylights:light:127, White Jack o'Lantern
fairylights:light:128, Black Skull Light
fairylights:light:129, Red Skull Light
fairylights:light:130, Green Skull Light
fairylights:light:131, Brown Skull Light
fairylights:light:132, Blue Skull Light
fairylights:light:133, Purple Skull Light
fairylights:light:134, Cyan Skull Light
fairylights:light:135, Light Gray Skull Light
fairylights:light:136, Gray Skull Light
fairylights:light:137, Pink Skull Light
fairylights:light:138, Lime Skull Light
fairylights:light:139, Yellow Skull Light
fairylights:light:140, Light Blue Skull Light
fairylights:light:141, Magenta Skull Light
fairylights:light:142, Orange Skull Light
fairylights:light:143, White Skull Light
fairylights:light:144, Black Ghost Light
fairylights:light:145, Red Ghost Light
fairylights:light:146, Green Ghost Light
fairylights:light:147, Brown Ghost Light
fairylights:light:148, Blue Ghost Light
fairylights:light:149, Purple Ghost Light
fairylights:light:150, Cyan Ghost Light
fairylights:light:151, Light Gray Ghost Light
fairylights:light:152, Gray Ghost Light
fairylights:light:153, Pink Ghost Light
fairylights:light:154, Lime Ghost Light
fairylights:light:155, Yellow Ghost Light
fairylights:light:156, Light Blue Ghost Light
fairylights:light:157, Magenta Ghost Light
fairylights:light:158, Orange Ghost Light
fairylights:light:159, White Ghost Light
fairylights:light:160, Black Spider Light
fairylights:light:161, Red Spider Light
fairylights:light:162, Green Spider Light
fairylights:light:163, Brown Spider Light
fairylights:light:164, Blue Spider Light
fairylights:light:165, Purple Spider Light
fairylights:light:166, Cyan Spider Light
fairylights:light:167, Light Gray Spider Light
fairylights:light:168, Gray Spider Light
fairylights:light:169, Pink Spider Light
fairylights:light:170, Lime Spider Light
fairylights:light:171, Yellow Spider Light
fairylights:light:172, Light Blue Spider Light
fairylights:light:173, Magenta Spider Light
fairylights:light:174, Orange Spider Light
fairylights:light:175, White Spider Light
fairylights:light:176, Black Witch Light
fairylights:light:177, Red Witch Light
fairylights:light:178, Green Witch Light
fairylights:light:179, Brown Witch Light
fairylights:light:180, Blue Witch Light
fairylights:light:181, Purple Witch Light
fairylights:light:182, Cyan Witch Light
fairylights:light:183, Light Gray Witch Light
fairylights:light:184, Gray Witch Light
fairylights:light:185, Pink Witch Light
fairylights:light:186, Lime Witch Light
fairylights:light:187, Yellow Witch Light
fairylights:light:188, Light Blue Witch Light
fairylights:light:189, Magenta Witch Light
fairylights:light:190, Orange Witch Light
fairylights:light:191, White Witch Light
fairylights:light:192, Black Snowflake Light
fairylights:light:193, Red Snowflake Light
fairylights:light:194, Green Snowflake Light
fairylights:light:195, Brown Snowflake Light
fairylights:light:196, Blue Snowflake Light
fairylights:light:197, Purple Snowflake Light
fairylights:light:198, Cyan Snowflake Light
fairylights:light:199, Light Gray Snowflake Light
fairylights:light:200, Gray Snowflake Light
fairylights:light:201, Pink Snowflake Light
fairylights:light:202, Lime Snowflake Light
fairylights:light:203, Yellow Snowflake Light
fairylights:light:204, Light Blue Snowflake Light
fairylights:light:205, Magenta Snowflake Light
fairylights:light:206, Orange Snowflake Light
fairylights:light:207, White Snowflake Light
fairylights:light:208, Black Icicle Lights
fairylights:light:209, Red Icicle Lights
fairylights:light:210, Green Icicle Lights
fairylights:light:211, Brown Icicle Lights
fairylights:light:212, Blue Icicle Lights
fairylights:light:213, Purple Icicle Lights
fairylights:light:214, Cyan Icicle Lights
fairylights:light:215, Light Gray Icicle Lights
fairylights:light:216, Gray Icicle Lights
fairylights:light:217, Pink Icicle Lights
fairylights:light:218, Lime Icicle Lights
fairylights:light:219, Yellow Icicle Lights
fairylights:light:220, Light Blue Icicle Lights
fairylights:light:221, Magenta Icicle Lights
fairylights:light:222, Orange Icicle Lights
fairylights:light:223, White Icicle Lights
fairylights:light:224, Black Meteor Light
fairylights:light:225, Red Meteor Light
fairylights:light:226, Green Meteor Light
fairylights:light:227, Brown Meteor Light
fairylights:light:228, Blue Meteor Light
fairylights:light:229, Purple Meteor Light
fairylights:light:230, Cyan Meteor Light
fairylights:light:231, Light Gray Meteor Light
fairylights:light:232, Gray Meteor Light
fairylights:light:233, Pink Meteor Light
fairylights:light:234, Lime Meteor Light
fairylights:light:235, Yellow Meteor Light
fairylights:light:236, Light Blue Meteor Light
fairylights:light:237, Magenta Meteor Light
fairylights:light:238, Orange Meteor Light
fairylights:light:239, White Meteor Light
fairylights:hanging_lights, Hanging Lights
fairylights:garland, Vine Garland
fairylights:tinsel:0, Black Tinsel Garland
fairylights:tinsel:0, Red Tinsel Garland
fairylights:tinsel:0, Green Tinsel Garland
fairylights:tinsel:0, Brown Tinsel Garland
fairylights:tinsel:0, Blue Tinsel Garland
fairylights:tinsel:0, Purple Tinsel Garland
fairylights:tinsel:0, Cyan Tinsel Garland
fairylights:tinsel:0, Light Gray Tinsel Garland
fairylights:tinsel:0, Gray Tinsel Garland
fairylights:tinsel:0, Pink Tinsel Garland
fairylights:tinsel:0, Lime Tinsel Garland
fairylights:tinsel:0, Yellow Tinsel Garland
fairylights:tinsel:0, Light Blue Tinsel Garland
fairylights:tinsel:0, Magenta Tinsel Garland
fairylights:tinsel:0, Orange Tinsel Garland
fairylights:tinsel:0, White Tinsel Garland
fairylights:pennant_bunting, Pennant Bunting
fairylights:letter_bunting, Letter Bunting
fairylights:pennant:0, Black Pennant
fairylights:pennant:1, Red Pennant
fairylights:pennant:2, Green Pennant
fairylights:pennant:3, Brown Pennant
fairylights:pennant:4, Blue Pennant
fairylights:pennant:5, Purple Pennant
fairylights:pennant:6, Cyan Pennant
fairylights:pennant:7, Light Gray Pennant
fairylights:pennant:8, Gray Pennant
fairylights:pennant:9, Pink Pennant
fairylights:pennant:10, Lime Pennant
fairylights:pennant:11, Yellow Pennant
fairylights:pennant:12, Light Blue Pennant
fairylights:pennant:13, Magenta Pennant
fairylights:pennant:14, Orange Pennant
fairylights:pennant:15, White Pennant
fairylights:ladder, Stepladder
horsepower:hand_grindstone, Grindstone
horsepower:grindstone, Horse Grindstone
horsepower:chopping_block, Chopping Block
horsepower:chopper, Horse Chopping Block
horsepower:press, Horse Press
horsepower:flour, Flour
horsepower:dough, Dough
immersivepetroleum:metal_device:0, Automatic Lubricator
immersivepetroleum:metal_device:1, Portable Generator
immersivepetroleum:stone_decoration, tile.immersivepetroleum.stone_decoration.name
immersivepetroleum:material:0, Bitumen
immersivepetroleum:schematic, %s Projector
immersivepetroleum:speedboat, Motorboat
immersivepetroleum:upgrades:0, Reinforced Hull
immersivepetroleum:upgrades:1, Icebreaker Bow
immersivepetroleum:upgrades:2, Expanded Fuel Tank
immersivepetroleum:upgrades:3, Manuevering Rudders
immersivepetroleum:oil_can, Lubricant Can
ironchest:iron_chest:0, Iron Chest
ironchest:iron_chest:1, Gold Chest
ironchest:iron_chest:2, Diamond Chest
ironchest:iron_chest:3, Copper Chest
ironchest:iron_chest:4, Silver Chest
ironchest:iron_chest:5, Crystal Chest
ironchest:iron_chest:6, Obsidian Chest
ironchest:iron_chest:7, DirtChest 9000!
ironchest:iron_shulker_box_white:0, White Iron Shulker Box
ironchest:iron_shulker_box_white:1, White Gold Shulker Box
ironchest:iron_shulker_box_white:2, White Diamond Shulker Box
ironchest:iron_shulker_box_white:3, White Copper Shulker Box
ironchest:iron_shulker_box_white:4, White Silver Shulker Box
ironchest:iron_shulker_box_white:5, White Crystal Shulker Box
ironchest:iron_shulker_box_white:6, White Obsidian Shulker Box
ironchest:iron_shulker_box_orange:0, Orange Iron Shulker Box
ironchest:iron_shulker_box_orange:1, Orange Gold Shulker Box
ironchest:iron_shulker_box_orange:2, Orange Diamond Shulker Box
ironchest:iron_shulker_box_orange:3, Orange Copper Shulker Box
ironchest:iron_shulker_box_orange:4, Orange Silver Shulker Box
ironchest:iron_shulker_box_orange:5, Orange Crystal Shulker Box
ironchest:iron_shulker_box_orange:6, Orange Obsidian Shulker Box
ironchest:iron_shulker_box_magenta:0, Magenta Iron Shulker Box
ironchest:iron_shulker_box_magenta:1, Magenta Gold Shulker Box
ironchest:iron_shulker_box_magenta:2, Magenta Diamond Shulker Box
ironchest:iron_shulker_box_magenta:3, Magenta Copper Shulker Box
ironchest:iron_shulker_box_magenta:4, Magenta Silver Shulker Box
ironchest:iron_shulker_box_magenta:5, Magenta Crystal Shulker Box
ironchest:iron_shulker_box_magenta:6, Magenta Obsidian Shulker Box
ironchest:iron_shulker_box_light_blue:0, Light Blue Iron Shulker Box
ironchest:iron_shulker_box_light_blue:1, Light Blue Gold Shulker Box
ironchest:iron_shulker_box_light_blue:2, Light Blue Diamond Shulker Box
ironchest:iron_shulker_box_light_blue:3, Light Blue Copper Shulker Box
ironchest:iron_shulker_box_light_blue:4, Light Blue Silver Shulker Box
ironchest:iron_shulker_box_light_blue:5, Light Blue Crystal Shulker Box
ironchest:iron_shulker_box_light_blue:6, Light Blue Obsidian Shulker Box
ironchest:iron_shulker_box_yellow:0, Yellow Iron Shulker Box
ironchest:iron_shulker_box_yellow:1, Yellow Gold Shulker Box
ironchest:iron_shulker_box_yellow:2, Yellow Diamond Shulker Box
ironchest:iron_shulker_box_yellow:3, Yellow Copper Shulker Box
ironchest:iron_shulker_box_yellow:4, Yellow Silver Shulker Box
ironchest:iron_shulker_box_yellow:5, Yellow Crystal Shulker Box
ironchest:iron_shulker_box_yellow:6, Yellow Obsidian Shulker Box
ironchest:iron_shulker_box_lime:0, Lime Iron Shulker Box
ironchest:iron_shulker_box_lime:1, Lime Gold Shulker Box
ironchest:iron_shulker_box_lime:2, Lime Diamond Shulker Box
ironchest:iron_shulker_box_lime:3, Lime Copper Shulker Box
ironchest:iron_shulker_box_lime:4, Lime Silver Shulker Box
ironchest:iron_shulker_box_lime:5, Lime Crystal Shulker Box
ironchest:iron_shulker_box_lime:6, Lime Obsidian Shulker Box
ironchest:iron_shulker_box_pink:0, Pink Iron Shulker Box
ironchest:iron_shulker_box_pink:1, Pink Gold Shulker Box
ironchest:iron_shulker_box_pink:2, Pink Diamond Shulker Box
ironchest:iron_shulker_box_pink:3, Pink Copper Shulker Box
ironchest:iron_shulker_box_pink:4, Pink Silver Shulker Box
ironchest:iron_shulker_box_pink:5, Pink Crystal Shulker Box
ironchest:iron_shulker_box_pink:6, Pink Obsidian Shulker Box
