Mod:Item:MetaData, Localized Name
chisel:ice1:8, Ice
chisel:ice1:9, Ice
chisel:ice1:10, Ice
chisel:ice1:11, Ice
chisel:ice1:12, Ice
chisel:ice1:13, Ice
chisel:ice1:14, Ice
chisel:ice1:15, Ice
chisel:ice2:0, Ice
chisel:icepillar:0, Ice Pillar
chisel:icepillar:1, Ice Pillar
chisel:icepillar:2, Ice Pillar
chisel:icepillar:3, Ice Pillar
chisel:icepillar:4, Ice Pillar
chisel:icepillar:5, Ice Pillar
chisel:icepillar:6, Ice Pillar
chisel:blockinvar:0, Block of Invar
chisel:blockinvar:1, Block of Invar
chisel:blockinvar:2, Block of Invar
chisel:blockinvar:3, Block of Invar
chisel:blockinvar:4, Block of Invar
chisel:blockinvar:5, Block of Invar
chisel:blockinvar:6, Block of Invar
chisel:blockiron:0, Block of Iron
chisel:blockiron:1, Block of Iron
chisel:blockiron:2, Block of Iron
chisel:blockiron:3, Block of Iron
chisel:blockiron:4, Block of Iron
chisel:blockiron:5, Block of Iron
chisel:blockiron:6, Block of Iron
chisel:iron:0, Block of Iron
chisel:iron:1, Block of Iron
chisel:iron:2, Block of Iron
chisel:iron:3, Block of Iron
chisel:iron:4, Block of Iron
chisel:iron:5, Block of Iron
chisel:iron:6, Block of Iron
chisel:iron:7, Block of Iron
chisel:iron:8, Block of Iron
chisel:iron:9, Block of Iron
chisel:iron:10, Block of Iron
chisel:iron:11, Block of Iron
chisel:iron:12, Block of Iron
chisel:iron:13, Block of Iron
chisel:iron:14, Block of Iron
chisel:ironpane:0, Iron Bars (WIP!)
chisel:ironpane:1, Iron Bars (WIP!)
chisel:ironpane:2, Iron Bars (WIP!)
chisel:ironpane:3, Iron Bars (WIP!)
chisel:ironpane:4, Iron Bars (WIP!)
chisel:ironpane:5, Iron Bars (WIP!)
chisel:ironpane:6, Iron Bars (WIP!)
chisel:ironpane:7, Iron Bars (WIP!)
chisel:ironpane:8, Iron Bars (WIP!)
chisel:ironpane:9, Iron Bars (WIP!)
chisel:ironpane:10, Iron Bars (WIP!)
chisel:ironpane:11, Iron Bars (WIP!)
chisel:laboratory:0, Laboratory Block
chisel:laboratory:1, Laboratory Block
chisel:laboratory:2, Laboratory Block
chisel:laboratory:3, Laboratory Block
chisel:laboratory:4, Laboratory Block
chisel:laboratory:5, Laboratory Block
chisel:laboratory:6, Laboratory Block
chisel:laboratory:7, Laboratory Block
chisel:laboratory:8, Laboratory Block
chisel:laboratory:9, Laboratory Block
chisel:laboratory:10, Laboratory Block
chisel:laboratory:11, Laboratory Block
chisel:laboratory:12, Laboratory Block
chisel:laboratory:13, Laboratory Block
chisel:laboratory:14, Laboratory Block
chisel:laboratory:15, Laboratory Block
chisel:lapis:0, Lapis Lazuli Block
chisel:lapis:1, Lapis Lazuli Block
chisel:lapis:2, Lapis Lazuli Block
chisel:lapis:3, Lapis Lazuli Block
chisel:lapis:4, Lapis Lazuli Block
chisel:lapis:5, Lapis Lazuli Block
chisel:lapis:6, Lapis Lazuli Block
chisel:lapis:7, Lapis Lazuli Block
chisel:lapis:8, Lapis Lazuli Block
chisel:lavastone:0, Lavastone
chisel:lavastone:1, Lavastone
chisel:lavastone:2, Lavastone
chisel:lavastone:3, Lavastone
chisel:lavastone:4, Lavastone
chisel:lavastone:5, Lavastone
chisel:lavastone:6, Lavastone
chisel:lavastone:7, Lavastone
chisel:lavastone:8, Lavastone
chisel:lavastone:9, Lavastone
chisel:lavastone:10, Lavastone
chisel:lavastone:11, Lavastone
chisel:lavastone:12, Lavastone
chisel:lavastone:13, Lavastone
chisel:lavastone:14, Lavastone
chisel:lavastone:15, Lavastone
chisel:lavastone1:0, Lavastone
chisel:lavastone1:1, Lavastone
chisel:lavastone1:2, Lavastone
chisel:lavastone1:3, Lavastone
chisel:lavastone1:4, Lavastone
chisel:lavastone1:5, Lavastone
chisel:lavastone1:6, Lavastone
chisel:lavastone1:7, Lavastone
chisel:lavastone1:8, Lavastone
chisel:lavastone1:9, Lavastone
chisel:lavastone1:10, Lavastone
chisel:lavastone1:11, Lavastone
chisel:lavastone1:12, Lavastone
chisel:lavastone1:13, Lavastone
chisel:lavastone1:14, Lavastone
chisel:lavastone1:15, Lavastone
chisel:lavastone2:0, Lavastone
chisel:blocklead:0, Block of Lead
chisel:blocklead:1, Block of Lead
chisel:blocklead:2, Block of Lead
chisel:blocklead:3, Block of Lead
chisel:blocklead:4, Block of Lead
chisel:blocklead:5, Block of Lead
chisel:blocklead:6, Block of Lead
chisel:limestone:0, Limestone
chisel:limestone:1, Limestone
chisel:limestone:2, Limestone
chisel:limestone:3, Limestone
chisel:limestone:4, Limestone
chisel:limestone:5, Limestone
chisel:limestone:6, Limestone
chisel:limestone:7, Limestone
chisel:limestone:8, Limestone
chisel:limestone:9, Limestone
chisel:limestone:10, Limestone
chisel:limestone:11, Limestone
chisel:limestone:12, Limestone
chisel:limestone:13, Limestone
chisel:limestone:14, Limestone
chisel:limestone:15, Limestone
chisel:limestone1:0, Limestone
chisel:limestone1:1, Limestone
chisel:limestone1:2, Limestone
chisel:limestone1:3, Limestone
chisel:limestone1:4, Limestone
chisel:limestone1:5, Limestone
chisel:limestone1:6, Limestone
chisel:limestone1:7, Limestone
chisel:limestone1:8, Limestone
chisel:limestone1:9, Limestone
chisel:limestone2:0, Limestone
chisel:limestone2:1, Limestone
chisel:limestone2:2, Limestone
chisel:limestone2:3, Limestone
chisel:limestone2:4, Limestone
chisel:limestone2:5, Limestone
chisel:limestone2:6, Limestone
chisel:limestone2:7, Limestone
chisel:marble:0, Marble
chisel:marble:1, Marble
chisel:marble:2, Marble
chisel:marble:3, Marble
chisel:marble:4, Marble
chisel:marble:5, Marble
chisel:marble:6, Marble
chisel:marble:7, Marble
chisel:marble:8, Marble
chisel:marble:9, Marble
chisel:marble:10, Marble
chisel:marble:11, Marble
chisel:marble:12, Marble
chisel:marble:13, Marble
chisel:marble:14, Marble
chisel:marble:15, Marble
chisel:marble1:0, Marble
chisel:marble1:1, Marble
chisel:marble1:2, Marble
chisel:marble1:3, Marble
chisel:marble1:4, Marble
chisel:marble1:5, Marble
chisel:marble1:6, Marble
chisel:marble1:7, Marble
chisel:marble1:8, Marble
chisel:marble1:9, Marble
chisel:marble2:0, Marble
chisel:marble2:1, Marble
chisel:marble2:2, Marble
chisel:marble2:3, Marble
chisel:marble2:4, Marble
chisel:marble2:5, Marble
chisel:marble2:6, Marble
chisel:marble2:7, Marble
chisel:marblepillar:0, Marble Pillar
chisel:marblepillar:1, Marble Pillar
chisel:marblepillar:2, Marble Pillar
chisel:marblepillar:3, Marble Pillar
chisel:marblepillar:4, Marble Pillar
chisel:marblepillar:5, Marble Pillar
chisel:marblepillar:6, Marble Pillar
chisel:marblepillar:7, Marble Pillar
chisel:marblepillar:8, Marble Pillar
chisel:marblepillar:9, Marble Pillar
chisel:marblepillar:10, Marble Pillar
chisel:marblepillar:11, Marble Pillar
chisel:marblepillar:12, Marble Pillar
chisel:marblepillar:13, Marble Pillar
chisel:marblepillar:14, Marble Pillar
chisel:marblepillar:15, Marble Pillar
chisel:netherbrick:0, Nether Bricks
chisel:netherbrick:1, Nether Bricks
chisel:netherbrick:2, Nether Bricks
chisel:netherbrick:3, Nether Bricks
chisel:netherbrick:4, Nether Bricks
chisel:netherbrick:5, Nether Bricks
chisel:netherbrick:6, Nether Bricks
chisel:netherbrick:7, Nether Bricks
chisel:netherbrick:8, Nether Bricks
chisel:netherbrick:9, Nether Bricks
chisel:netherbrick:10, Nether Bricks
chisel:netherbrick:11, Nether Bricks
chisel:netherbrick:12, Nether Bricks
chisel:netherbrick:13, Nether Bricks
chisel:netherbrick:14, Nether Bricks
chisel:netherbrick:15, Nether Bricks
chisel:netherrack:0, Netherrack
chisel:netherrack:1, Netherrack
chisel:netherrack:2, Netherrack
chisel:netherrack:3, Netherrack
chisel:netherrack:4, Netherrack
chisel:netherrack:5, Netherrack
chisel:netherrack:6, Netherrack
chisel:netherrack:7, Netherrack
chisel:netherrack:8, Netherrack
chisel:netherrack:9, Netherrack
chisel:netherrack:10, Netherrack
chisel:netherrack:11, Netherrack
chisel:netherrack:12, Netherrack
chisel:netherrack:13, Netherrack
chisel:blocknickel:0, Block of Nickel
chisel:blocknickel:1, Block of Nickel
chisel:blocknickel:2, Block of Nickel
chisel:blocknickel:3, Block of Nickel
chisel:blocknickel:4, Block of Nickel
chisel:blocknickel:5, Block of Nickel
chisel:blocknickel:6, Block of Nickel
chisel:obsidian:0, Obsidian
chisel:obsidian:1, Obsidian
chisel:obsidian:2, Obsidian
chisel:obsidian:3, Obsidian
chisel:obsidian:4, Obsidian
chisel:obsidian:5, Obsidian
chisel:obsidian:6, Obsidian
chisel:obsidian:7, Obsidian
chisel:obsidian:8, Obsidian
chisel:obsidian:9, Obsidian
chisel:obsidian:10, Obsidian
chisel:obsidian:11, Obsidian
chisel:obsidian:12, Obsidian
chisel:obsidian:13, Obsidian
chisel:obsidian:14, Obsidian
chisel:paper:0, Paper Wall
chisel:paper:1, Paper Wall
chisel:paper:2, Paper Wall
chisel:paper:3, Paper Wall
chisel:paper:4, Paper Wall
chisel:paper:5, Paper Wall
chisel:paper:6, Paper Wall
chisel:paper:7, Paper Wall
chisel:paper:8, Paper Wall
chisel:planks-oak:0, Oak Planks
chisel:planks-oak:1, Oak Planks
chisel:planks-oak:2, Oak Planks
chisel:planks-oak:3, Oak Planks
chisel:planks-oak:4, Oak Planks
chisel:planks-oak:5, Oak Planks
chisel:planks-oak:6, Oak Planks
chisel:planks-oak:7, Oak Planks
chisel:planks-oak:8, Oak Planks
chisel:planks-oak:9, Oak Planks
chisel:planks-oak:10, Oak Planks
chisel:planks-oak:11, Oak Planks
chisel:planks-oak:12, Oak Planks
chisel:planks-oak:13, Oak Planks
chisel:planks-oak:14, Oak Planks
chisel:planks-spruce:0, Spruce Planks
chisel:planks-spruce:1, Spruce Planks
chisel:planks-spruce:2, Spruce Planks
chisel:planks-spruce:3, Spruce Planks
chisel:planks-spruce:4, Spruce Planks
chisel:planks-spruce:5, Spruce Planks
chisel:planks-spruce:6, Spruce Planks
chisel:planks-spruce:7, Spruce Planks
chisel:planks-spruce:8, Spruce Planks
chisel:planks-spruce:9, Spruce Planks
chisel:planks-spruce:10, Spruce Planks
chisel:planks-spruce:11, Spruce Planks
chisel:planks-spruce:12, Spruce Planks
chisel:planks-spruce:13, Spruce Planks
chisel:planks-spruce:14, Spruce Planks
chisel:planks-birch:0, Birch Planks
chisel:planks-birch:1, Birch Planks
chisel:planks-birch:2, Birch Planks
chisel:planks-birch:3, Birch Planks
chisel:planks-birch:4, Birch Planks
chisel:planks-birch:5, Birch Planks
chisel:planks-birch:6, Birch Planks
chisel:planks-birch:7, Birch Planks
chisel:planks-birch:8, Birch Planks
chisel:planks-birch:9, Birch Planks
chisel:planks-birch:10, Birch Planks
chisel:planks-birch:11, Birch Planks
chisel:planks-birch:12, Birch Planks
chisel:planks-birch:13, Birch Planks
chisel:planks-birch:14, Birch Planks
chisel:planks-jungle:0, Jungle Planks
chisel:planks-jungle:1, Jungle Planks
chisel:planks-jungle:2, Jungle Planks
chisel:planks-jungle:3, Jungle Planks
chisel:planks-jungle:4, Jungle Planks
chisel:planks-jungle:5, Jungle Planks
chisel:planks-jungle:6, Jungle Planks
chisel:planks-jungle:7, Jungle Planks
chisel:planks-jungle:8, Jungle Planks
chisel:planks-jungle:9, Jungle Planks
chisel:planks-jungle:10, Jungle Planks
chisel:planks-jungle:11, Jungle Planks
chisel:planks-jungle:12, Jungle Planks
chisel:planks-jungle:13, Jungle Planks
chisel:planks-jungle:14, Jungle Planks
chisel:planks-acacia:0, Acacia Planks
chisel:planks-acacia:1, Acacia Planks
chisel:planks-acacia:2, Acacia Planks
chisel:planks-acacia:3, Acacia Planks
chisel:planks-acacia:4, Acacia Planks
chisel:planks-acacia:5, Acacia Planks
chisel:planks-acacia:6, Acacia Planks
chisel:planks-acacia:7, Acacia Planks
chisel:planks-acacia:8, Acacia Planks
chisel:planks-acacia:9, Acacia Planks
chisel:planks-acacia:10, Acacia Planks
chisel:planks-acacia:11, Acacia Planks
chisel:planks-acacia:12, Acacia Planks
chisel:planks-acacia:13, Acacia Planks
chisel:planks-acacia:14, Acacia Planks
chisel:planks-dark-oak:0, Dark Oak Planks
chisel:planks-dark-oak:1, Dark Oak Planks
chisel:planks-dark-oak:2, Dark Oak Planks
chisel:planks-dark-oak:3, Dark Oak Planks
chisel:planks-dark-oak:4, Dark Oak Planks
chisel:planks-dark-oak:5, Dark Oak Planks
chisel:planks-dark-oak:6, Dark Oak Planks
chisel:planks-dark-oak:7, Dark Oak Planks
chisel:planks-dark-oak:8, Dark Oak Planks
chisel:planks-dark-oak:9, Dark Oak Planks
chisel:planks-dark-oak:10, Dark Oak Planks
chisel:planks-dark-oak:11, Dark Oak Planks
chisel:planks-dark-oak:12, Dark Oak Planks
chisel:planks-dark-oak:13, Dark Oak Planks
chisel:planks-dark-oak:14, Dark Oak Planks
chisel:blockplatinum:0, Block of Platinum
chisel:blockplatinum:1, Block of Platinum
chisel:blockplatinum:2, Block of Platinum
chisel:blockplatinum:3, Block of Platinum
chisel:blockplatinum:4, Block of Platinum
chisel:blockplatinum:5, Block of Platinum
chisel:blockplatinum:6, Block of Platinum
chisel:prismarine:0, Prismarine
chisel:prismarine:1, Prismarine
chisel:prismarine:2, Prismarine
chisel:prismarine:3, Prismarine
chisel:prismarine:4, Prismarine
chisel:prismarine:5, Prismarine
chisel:prismarine:6, Prismarine
chisel:prismarine:7, Prismarine
chisel:prismarine:8, Prismarine
chisel:prismarine:9, Prismarine
chisel:prismarine:10, Prismarine
chisel:prismarine:11, Prismarine
chisel:prismarine:12, Prismarine
chisel:prismarine:13, Prismarine
chisel:prismarine:14, Prismarine
chisel:prismarine:15, Prismarine
chisel:prismarine1:0, Prismarine
chisel:prismarine1:1, Prismarine
chisel:prismarine1:2, Prismarine
chisel:prismarine1:3, Prismarine
chisel:prismarine1:4, Prismarine
chisel:prismarine1:5, Prismarine
chisel:prismarine1:6, Prismarine
chisel:prismarine1:7, Prismarine
chisel:prismarine1:8, Prismarine
chisel:prismarine1:9, Prismarine
chisel:prismarine2:0, Prismarine
chisel:prismarine2:1, Prismarine
chisel:prismarine2:2, Prismarine
chisel:prismarine2:3, Prismarine
chisel:prismarine2:4, Prismarine
chisel:prismarine2:5, Prismarine
chisel:quartz:0, Block of Quartz
chisel:quartz:1, Block of Quartz
chisel:quartz:2, Block of Quartz
chisel:quartz:3, Block of Quartz
chisel:quartz:4, Block of Quartz
chisel:quartz:5, Block of Quartz
chisel:quartz:6, Block of Quartz
chisel:quartz:7, Block of Quartz
chisel:quartz:8, Block of Quartz
chisel:quartz:9, Block of Quartz
chisel:quartz:10, Block of Quartz
chisel:quartz:11, Block of Quartz
chisel:quartz:12, Block of Quartz
chisel:quartz:13, Block of Quartz
chisel:quartz:14, Block of Quartz
chisel:quartz:15, Block of Quartz
chisel:quartz1:0, Block of Quartz
chisel:quartz1:1, Block of Quartz
chisel:quartz1:2, Block of Quartz
chisel:quartz1:3, Block of Quartz
chisel:quartz1:4, Block of Quartz
chisel:quartz1:5, Block of Quartz
chisel:quartz1:6, Block of Quartz
chisel:quartz1:7, Block of Quartz
chisel:quartz1:8, Block of Quartz
chisel:quartz1:9, Block of Quartz
chisel:quartz1:10, Block of Quartz
chisel:quartz1:11, Block of Quartz
chisel:quartz1:12, Block of Quartz
chisel:quartz1:13, Block of Quartz
chisel:quartz1:14, Block of Quartz
chisel:quartz1:15, Block of Quartz
chisel:redstone:0, Block of Redstone
chisel:redstone:1, Block of Redstone
chisel:redstone:2, Block of Redstone
chisel:redstone:3, Block of Redstone
chisel:redstone:4, Block of Redstone
chisel:redstone:5, Block of Redstone
chisel:redstone:6, Block of Redstone
chisel:redstone:7, Block of Redstone
chisel:redstone:8, Block of Redstone
chisel:redstone:9, Block of Redstone
chisel:redstone:10, Block of Redstone
chisel:redstone:11, Block of Redstone
chisel:redstone:12, Block of Redstone
chisel:redstone:13, Block of Redstone
chisel:redstone:14, Block of Redstone
chisel:redstone:15, Block of Redstone
chisel:redstone1:0, Block of Redstone
chisel:redstone1:1, Block of Redstone
chisel:redstone1:2, Block of Redstone
chisel:redstone1:3, Block of Redstone
chisel:redstone1:4, Block of Redstone
chisel:redstone1:5, Block of Redstone
chisel:redstone1:6, Block of Redstone
chisel:redstone1:7, Block of Redstone
chisel:redstone1:8, Block of Redstone
chisel:redstone1:9, Block of Redstone
chisel:redstone1:10, Block of Redstone
chisel:redstone1:11, Block of Redstone
chisel:sandstoneyellow:0, Sandstone
chisel:sandstoneyellow:1, Sandstone
chisel:sandstoneyellow:2, Sandstone
chisel:sandstoneyellow:3, Sandstone
chisel:sandstoneyellow:4, Sandstone
chisel:sandstoneyellow:5, Sandstone
chisel:sandstoneyellow:6, Sandstone
chisel:sandstoneyellow:7, Sandstone
chisel:sandstoneyellow:8, Sandstone
chisel:sandstoneyellow:9, Sandstone
chisel:sandstoneyellow:10, Sandstone
chisel:sandstoneyellow:11, Sandstone
chisel:sandstoneyellow:12, Sandstone
chisel:sandstoneyellow:13, Sandstone
chisel:sandstoneyellow:14, Sandstone
chisel:sandstoneyellow:15, Sandstone
chisel:sandstoneyellow1:0, Sandstone
chisel:sandstoneyellow1:1, Sandstone
chisel:sandstoneyellow1:2, Sandstone
chisel:sandstoneyellow1:3, Sandstone
chisel:sandstoneyellow1:4, Sandstone
chisel:sandstoneyellow1:5, Sandstone
chisel:sandstoneyellow1:6, Sandstone
chisel:sandstoneyellow1:7, Sandstone
chisel:sandstoneyellow1:8, Sandstone
chisel:sandstoneyellow1:9, Sandstone
chisel:sandstoneyellow2:0, Sandstone
chisel:sandstoneyellow2:1, Sandstone
chisel:sandstoneyellow2:2, Sandstone
chisel:sandstoneyellow2:3, Sandstone
chisel:sandstoneyellow2:4, Sandstone
chisel:sandstoneyellow2:5, Sandstone
chisel:sandstoneyellow2:6, Sandstone
chisel:sandstonered:0, Red Sandstone
chisel:sandstonered:1, Red Sandstone
chisel:sandstonered:2, Red Sandstone
chisel:sandstonered:3, Red Sandstone
chisel:sandstonered:4, Red Sandstone
chisel:sandstonered:5, Red Sandstone
chisel:sandstonered:6, Red Sandstone
chisel:sandstonered:7, Red Sandstone
chisel:sandstonered:8, Red Sandstone
chisel:sandstonered:9, Red Sandstone
chisel:sandstonered:10, Red Sandstone
chisel:sandstonered:11, Red Sandstone
chisel:sandstonered:12, Red Sandstone
chisel:sandstonered:13, Red Sandstone
chisel:sandstonered:14, Red Sandstone
chisel:sandstonered:15, Red Sandstone
chisel:sandstonered1:0, Red Sandstone
chisel:sandstonered1:1, Red Sandstone
chisel:sandstonered1:2, Red Sandstone
chisel:sandstonered1:3, Red Sandstone
chisel:sandstonered1:4, Red Sandstone
chisel:sandstonered1:5, Red Sandstone
chisel:sandstonered1:6, Red Sandstone
chisel:sandstonered1:7, Red Sandstone
chisel:sandstonered1:8, Red Sandstone
chisel:sandstonered1:9, Red Sandstone
chisel:sandstonered2:0, Red Sandstone
chisel:sandstonered2:1, Red Sandstone
chisel:sandstonered2:2, Red Sandstone
chisel:sandstonered2:3, Red Sandstone
chisel:sandstonered2:4, Red Sandstone
chisel:sandstonered2:5, Red Sandstone
chisel:sandstonered2:6, Red Sandstone
chisel:sandstone-scribbles:0, Sandstone Scribbles
chisel:sandstone-scribbles:1, Sandstone Scribbles
chisel:sandstone-scribbles:2, Sandstone Scribbles
chisel:sandstone-scribbles:3, Sandstone Scribbles
chisel:sandstone-scribbles:4, Sandstone Scribbles
chisel:sandstone-scribbles:5, Sandstone Scribbles
chisel:sandstone-scribbles:6, Sandstone Scribbles
chisel:sandstone-scribbles:7, Sandstone Scribbles
chisel:sandstone-scribbles:8, Sandstone Scribbles
chisel:sandstone-scribbles:9, Sandstone Scribbles
chisel:sandstone-scribbles:10, Sandstone Scribbles
chisel:sandstone-scribbles:11, Sandstone Scribbles
chisel:sandstone-scribbles:12, Sandstone Scribbles
chisel:sandstone-scribbles:13, Sandstone Scribbles
chisel:sandstone-scribbles:14, Sandstone Scribbles
chisel:sandstone-scribbles:15, Sandstone Scribbles
chisel:blocksilver:0, Block of Silver
chisel:blocksilver:1, Block of Silver
chisel:blocksilver:2, Block of Silver
chisel:blocksilver:3, Block of Silver
chisel:blocksilver:4, Block of Silver
chisel:blocksilver:5, Block of Silver
chisel:blocksilver:6, Block of Silver
chisel:blocksteel:0, Block of Steel
chisel:blocksteel:1, Block of Steel
chisel:blocksteel:2, Block of Steel
chisel:blocksteel:3, Block of Steel
chisel:blocksteel:4, Block of Steel
chisel:blocksteel:5, Block of Steel
chisel:blocksteel:6, Block of Steel
chisel:stonebrick:0, Chiseled Stone
